SET,BigFive,Question Code,Question
84,Extraversion,EXT8,I don't like to draw attention to myself.
84,Extraversion,EXT9,I don't mind being the center of attention.
84,Openness,OPN4,I am not interested in abstract ideas.
84,Openness,OPN6,I am currently exploring ways to enhance and stimulate my imagination.
84,Openness,OPN7,I am quick to understand things.
84,Openness,OPN9,I spend time reflecting on things.
85,Agreeableness,AGR1,I feel little concern for others.
85,Agreeableness,AGR10,I make people feel at ease.
85,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
85,Agreeableness,AGR7,I am not really interested in others.
85,Agreeableness,AGR9,I feel others' emotions.
85,Conscientiousness,CSN1,I am always prepared.
85,Conscientiousness,CSN10,I am exacting in my work.
85,Conscientiousness,CSN3,I pay attention to details.
85,Conscientiousness,CSN5,I get chores done right away.
85,Neuroticism,EST1,I get stressed out easily.
85,Neuroticism,EST4,I seldom feel blue.
85,Neuroticism,EST5,I am easily disturbed.
85,Neuroticism,EST8,I have frequent mood swings.
85,Extraversion,EXT1,I am the life of the party.
85,Extraversion,EXT3,I feel comfortable around people.
85,Extraversion,EXT8,I don't like to draw attention to myself.
85,Extraversion,EXT9,I don't mind being the center of attention.
85,Openness,OPN3,I have a vivid imagination.
85,Openness,OPN4,I am not interested in abstract ideas.
85,Openness,OPN9,I spend time reflecting on things.
86,Agreeableness,AGR1,I feel little concern for others.
86,Agreeableness,AGR10,I make people feel at ease.
86,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
86,Agreeableness,AGR6,I have a soft heart.
86,Agreeableness,AGR9,I feel others' emotions.
86,Conscientiousness,CSN3,I pay attention to details.
86,Conscientiousness,CSN6,I am actively working on consistently returning items to their rightful positions.
86,Conscientiousness,CSN8,I am currently working on being more proactive and responsible in fulfilling my duties.
86,Conscientiousness,CSN9,I follow a schedule.
86,Neuroticism,EST10,I often feel blue.
86,Neuroticism,EST3,I worry about things.
86,Neuroticism,EST5,I am easily disturbed.
86,Neuroticism,EST8,I have frequent mood swings.
86,Extraversion,EXT1,I am the life of the party.
86,Extraversion,EXT3,I feel comfortable around people.
86,Extraversion,EXT5,I start conversations.
86,Extraversion,EXT8,I don't like to draw attention to myself.
86,Openness,OPN1,I have a rich vocabulary.
86,Openness,OPN3,I have a vivid imagination.
86,Openness,OPN9,I spend time reflecting on things.
87,Agreeableness,AGR1,I feel little concern for others.
87,Agreeableness,AGR10,I make people feel at ease.
87,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
87,Agreeableness,AGR6,I have a soft heart.
87,Conscientiousness,CSN3,I pay attention to details.
87,Conscientiousness,CSN5,I get chores done right away.
87,Conscientiousness,CSN8,I am currently working on being more proactive and responsible in fulfilling my duties.
87,Conscientiousness,CSN9,I follow a schedule.
87,Neuroticism,EST1,I get stressed out easily.
87,Neuroticism,EST4,I seldom feel blue.
87,Neuroticism,EST7,I change my mood a lot.
87,Neuroticism,EST9,I have a low tolerance for irritation.
87,Extraversion,EXT3,I feel comfortable around people.
87,Extraversion,EXT5,I start conversations.
87,Extraversion,EXT6,I have little to say.
87,Extraversion,EXT8,I don't like to draw attention to myself.
87,Openness,OPN10,I am full of ideas.
87,Openness,OPN4,I am not interested in abstract ideas.
87,Openness,OPN7,I am quick to understand things.
87,Openness,OPN9,I spend time reflecting on things.
88,Agreeableness,AGR1,I feel little concern for others.
88,Agreeableness,AGR10,I make people feel at ease.
88,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
88,Agreeableness,AGR4,I sympathize with others' feelings.
88,Conscientiousness,CSN10,I am exacting in my work.
88,Conscientiousness,CSN3,I pay attention to details.
88,Conscientiousness,CSN6,I am actively working on consistently returning items to their rightful positions.
88,Conscientiousness,CSN9,I follow a schedule.
88,Neuroticism,EST10,I often feel blue.
88,Neuroticism,EST2,I am relaxed most of the time.
88,Neuroticism,EST8,I have frequent mood swings.
88,Neuroticism,EST9,I have a low tolerance for irritation.
88,Extraversion,EXT1,I am the life of the party.
88,Extraversion,EXT4,I keep in the background.
88,Extraversion,EXT8,I don't like to draw attention to myself.
88,Extraversion,EXT9,I don't mind being the center of attention.
88,Openness,OPN4,I am not interested in abstract ideas.
88,Openness,OPN5,I have excellent ideas.
88,Openness,OPN7,I am quick to understand things.
88,Openness,OPN9,I spend time reflecting on things.
89,Agreeableness,AGR1,I feel little concern for others.
89,Agreeableness,AGR10,I make people feel at ease.
89,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
89,Agreeableness,AGR7,I am not really interested in others.
89,Agreeableness,AGR9,I feel others' emotions.
89,Conscientiousness,CSN3,I pay attention to details.
89,Conscientiousness,CSN5,I get chores done right away.
89,Conscientiousness,CSN7,I like order.
89,Conscientiousness,CSN9,I follow a schedule.
89,Neuroticism,EST1,I get stressed out easily.
89,Neuroticism,EST4,I seldom feel blue.
89,Neuroticism,EST5,I am easily disturbed.
89,Neuroticism,EST8,I have frequent mood swings.
89,Extraversion,EXT3,I feel comfortable around people.
89,Extraversion,EXT7,I talk to a lot of different people at parties.
89,Extraversion,EXT8,I don't like to draw attention to myself.
89,Extraversion,EXT9,I don't mind being the center of attention.
89,Openness,OPN1,I have a rich vocabulary.
89,Openness,OPN10,I am full of ideas.
89,Openness,OPN9,I spend time reflecting on things.
90,Agreeableness,AGR1,I feel little concern for others.
90,Agreeableness,AGR10,I make people feel at ease.
90,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
90,Agreeableness,AGR6,I have a soft heart.
90,Conscientiousness,CSN1,I am always prepared.
90,Conscientiousness,CSN3,I pay attention to details.
90,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
90,Conscientiousness,CSN7,I like order.
90,Neuroticism,EST10,I often feel blue.
90,Neuroticism,EST2,I am relaxed most of the time.
90,Neuroticism,EST8,I have frequent mood swings.
90,Neuroticism,EST9,I have a low tolerance for irritation.
90,Extraversion,EXT3,I feel comfortable around people.
90,Extraversion,EXT7,I talk to a lot of different people at parties.
90,Extraversion,EXT8,I don't like to draw attention to myself.
90,Extraversion,EXT9,I don't mind being the center of attention.
90,Openness,OPN4,I am not interested in abstract ideas.
90,Openness,OPN5,I have excellent ideas.
90,Openness,OPN7,I am quick to understand things.
90,Openness,OPN9,I spend time reflecting on things.
91,Agreeableness,AGR10,I make people feel at ease.
91,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
91,Agreeableness,AGR7,I am not really interested in others.
91,Agreeableness,AGR8,I take time out for others.
91,Conscientiousness,CSN10,I am exacting in my work.
91,Conscientiousness,CSN3,I pay attention to details.
91,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
91,Conscientiousness,CSN9,I follow a schedule.
91,Neuroticism,EST1,I get stressed out easily.
91,Neuroticism,EST10,I often feel blue.
91,Neuroticism,EST5,I am easily disturbed.
91,Neuroticism,EST8,I have frequent mood swings.
91,Extraversion,EXT10,I am quiet around strangers.
91,Extraversion,EXT3,I feel comfortable around people.
91,Extraversion,EXT5,I start conversations.
91,Extraversion,EXT8,I don't like to draw attention to myself.
91,Openness,OPN3,I have a vivid imagination.
91,Openness,OPN4,I am not interested in abstract ideas.
91,Openness,OPN7,I am quick to understand things.
91,Openness,OPN9,I spend time reflecting on things.
92,Agreeableness,AGR1,I feel little concern for others.
92,Agreeableness,AGR10,I make people feel at ease.
92,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
92,Agreeableness,AGR5,I am not interested in other people's problems.
92,Agreeableness,AGR9,I feel others' emotions.
92,Conscientiousness,CSN10,I am exacting in my work.
92,Conscientiousness,CSN3,I pay attention to details.
92,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
92,Conscientiousness,CSN9,I follow a schedule.
92,Neuroticism,EST1,I get stressed out easily.
92,Neuroticism,EST4,I seldom feel blue.
92,Neuroticism,EST7,I change my mood a lot.
92,Neuroticism,EST9,I have a low tolerance for irritation.
92,Extraversion,EXT10,I am quiet around strangers.
92,Extraversion,EXT3,I feel comfortable around people.
92,Extraversion,EXT5,I start conversations.
92,Extraversion,EXT8,I don't like to draw attention to myself.
92,Openness,OPN2,I have difficulty understanding abstract ideas.
92,Openness,OPN6,I am currently exploring ways to enhance and stimulate my imagination.
92,Openness,OPN9,I spend time reflecting on things.
93,Agreeableness,AGR10,I make people feel at ease.
93,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
93,Agreeableness,AGR4,I sympathize with others' feelings.
93,Agreeableness,AGR8,I take time out for others.
93,Conscientiousness,CSN1,I am always prepared.
93,Conscientiousness,CSN3,I pay attention to details.
93,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
93,Conscientiousness,CSN7,I like order.
93,Neuroticism,EST10,I often feel blue.
93,Neuroticism,EST2,I am relaxed most of the time.
93,Neuroticism,EST8,I have frequent mood swings.
93,Neuroticism,EST9,I have a low tolerance for irritation.
93,Extraversion,EXT2,I prefer to listen more than I speak.
93,Extraversion,EXT4,I keep in the background.
93,Extraversion,EXT5,I start conversations.
93,Extraversion,EXT8,I don't like to draw attention to myself.
93,Openness,OPN3,I have a vivid imagination.
93,Openness,OPN4,I am not interested in abstract ideas.
93,Openness,OPN7,I am quick to understand things.
93,Openness,OPN9,I spend time reflecting on things.
94,Agreeableness,AGR1,I feel little concern for others.
94,Agreeableness,AGR10,I make people feel at ease.
94,Agreeableness,AGR2,I am interested in people.
94,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
94,Agreeableness,AGR9,I feel others' emotions.
94,Conscientiousness,CSN3,I pay attention to details.
94,Conscientiousness,CSN6,I am actively working on consistently returning items to their rightful positions.
94,Conscientiousness,CSN7,I like order.
94,Conscientiousness,CSN9,I follow a schedule.
94,Neuroticism,EST10,I often feel blue.
94,Neuroticism,EST5,I am easily disturbed.
94,Neuroticism,EST6,I get upset easily.
94,Neuroticism,EST8,I have frequent mood swings.
94,Extraversion,EXT2,I prefer to listen more than I speak.
94,Extraversion,EXT4,I keep in the background.
94,Extraversion,EXT8,I don't like to draw attention to myself.
94,Extraversion,EXT9,I don't mind being the center of attention.
94,Openness,OPN4,I am not interested in abstract ideas.
94,Openness,OPN5,I have excellent ideas.
94,Openness,OPN9,I spend time reflecting on things.
95,Agreeableness,AGR1,I feel little concern for others.
95,Agreeableness,AGR10,I make people feel at ease.
95,Agreeableness,AGR2,I am interested in people.
95,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
95,Conscientiousness,CSN3,I pay attention to details.
95,Conscientiousness,CSN6,I am actively working on consistently returning items to their rightful positions.
95,Conscientiousness,CSN8,I am currently working on being more proactive and responsible in fulfilling my duties.
95,Conscientiousness,CSN9,I follow a schedule.
95,Neuroticism,EST10,I often feel blue.
95,Neuroticism,EST5,I am easily disturbed.
95,Neuroticism,EST6,I get upset easily.
95,Neuroticism,EST7,I change my mood a lot.
95,Extraversion,EXT10,I am quiet around strangers.
95,Extraversion,EXT3,I feel comfortable around people.
95,Extraversion,EXT8,I don't like to draw attention to myself.
95,Extraversion,EXT9,I don't mind being the center of attention.
95,Openness,OPN10,I am full of ideas.
95,Openness,OPN4,I am not interested in abstract ideas.
95,Openness,OPN7,I am quick to understand things.
95,Openness,OPN9,I spend time reflecting on things.
96,Agreeableness,AGR10,I make people feel at ease.
96,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
96,Agreeableness,AGR4,I sympathize with others' feelings.
96,Agreeableness,AGR8,I take time out for others.
96,Conscientiousness,CSN1,I am always prepared.
96,Conscientiousness,CSN10,I am exacting in my work.
96,Conscientiousness,CSN3,I pay attention to details.
96,Conscientiousness,CSN6,I am actively working on consistently returning items to their rightful positions.
96,Neuroticism,EST2,I am relaxed most of the time.
96,Neuroticism,EST4,I seldom feel blue.
96,Neuroticism,EST5,I am easily disturbed.
96,Neuroticism,EST7,I change my mood a lot.
96,Extraversion,EXT4,I keep in the background.
96,Extraversion,EXT5,I start conversations.
96,Extraversion,EXT6,I have little to say.
96,Extraversion,EXT8,I don't like to draw attention to myself.
96,Openness,OPN4,I am not interested in abstract ideas.
96,Openness,OPN6,I am currently exploring ways to enhance and stimulate my imagination.
96,Openness,OPN7,I am quick to understand things.
96,Openness,OPN9,I spend time reflecting on things.
97,Agreeableness,AGR1,I feel little concern for others.
97,Agreeableness,AGR10,I make people feel at ease.
97,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
97,Agreeableness,AGR6,I have a soft heart.
97,Agreeableness,AGR9,I feel others' emotions.
97,Conscientiousness,CSN1,I am always prepared.
97,Conscientiousness,CSN3,I pay attention to details.
97,Conscientiousness,CSN4,I have a creative way of arranging things that may appear messy.
97,Conscientiousness,CSN7,I like order.
97,Neuroticism,EST4,I seldom feel blue.
97,Neuroticism,EST6,I get upset easily.
97,Neuroticism,EST8,I have frequent mood swings.
97,Neuroticism,EST9,I have a low tolerance for irritation.
97,Extraversion,EXT2,I prefer to listen more than I speak.
97,Extraversion,EXT4,I keep in the background.
97,Extraversion,EXT5,I start conversations.
97,Extraversion,EXT8,I don't like to draw attention to myself.
97,Openness,OPN5,I have excellent ideas.
97,Openness,OPN8,I have a tendency to incorporate complex vocabulary in my communication.
97,Openness,OPN9,I spend time reflecting on things.
98,Agreeableness,AGR1,I feel little concern for others.
98,Agreeableness,AGR10,I make people feel at ease.
98,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
98,Agreeableness,AGR4,I sympathize with others' feelings.
98,Conscientiousness,CSN1,I am always prepared.
98,Conscientiousness,CSN10,I am exacting in my work.
98,Conscientiousness,CSN3,I pay attention to details.
98,Conscientiousness,CSN5,I get chores done right away.
98,Neuroticism,EST1,I get stressed out easily.
98,Neuroticism,EST10,I often feel blue.
98,Neuroticism,EST7,I change my mood a lot.
98,Neuroticism,EST9,I have a low tolerance for irritation.
98,Extraversion,EXT2,I prefer to listen more than I speak.
98,Extraversion,EXT3,I feel comfortable around people.
98,Extraversion,EXT5,I start conversations.
98,Extraversion,EXT8,I don't like to draw attention to myself.
98,Openness,OPN1,I have a rich vocabulary.
98,Openness,OPN6,I am currently exploring ways to enhance and stimulate my imagination.
98,Openness,OPN7,I am quick to understand things.
98,Openness,OPN9,I spend time reflecting on things.
99,Agreeableness,AGR10,I make people feel at ease.
99,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
99,Agreeableness,AGR6,I have a soft heart.
99,Agreeableness,AGR8,I take time out for others.
99,Agreeableness,AGR9,I feel others' emotions.
99,Conscientiousness,CSN1,I am always prepared.
99,Conscientiousness,CSN10,I am exacting in my work.
99,Conscientiousness,CSN3,I pay attention to details.
99,Conscientiousness,CSN6,I am actively working on consistently returning items to their rightful positions.
99,Neuroticism,EST10,I often feel blue.
99,Neuroticism,EST3,I worry about things.
99,Neuroticism,EST5,I am easily disturbed.
99,Neuroticism,EST7,I change my mood a lot.
99,Extraversion,EXT2,I prefer to listen more than I speak.
99,Extraversion,EXT4,I keep in the background.
99,Extraversion,EXT8,I don't like to draw attention to myself.
99,Extraversion,EXT9,I don't mind being the center of attention.
99,Openness,OPN4,I am not interested in abstract ideas.
99,Openness,OPN6,I am currently exploring ways to enhance and stimulate my imagination.
99,Openness,OPN9,I spend time reflecting on things.
100,Agreeableness,AGR10,I make people feel at ease.
100,Agreeableness,AGR2,I am interested in people.
100,Agreeableness,AGR3,I strive to uplift and empower others rather than bringing them down
100,Agreeableness,AGR8,I take time out for others.
100,Conscientiousness,CSN2,I prefer to have my belongings conveniently accessible in various locations.
100,Conscientiousness,CSN3,I pay attention to details.
100,Conscientiousness,CSN7,I like order.
100,Conscientiousness,CSN9,I follow a schedule.
100,Neuroticism,EST1,I get stressed out easily.
100,Neuroticism,EST4,I seldom feel blue.
100,Neuroticism,EST5,I am easily disturbed.
100,Neuroticism,EST7,I change my mood a lot.
100,Extraversion,EXT3,I feel comfortable around people.
100,Extraversion,EXT5,I start conversations.
100,Extraversion,EXT7,I talk to a lot of different people at parties.
100,Extraversion,EXT8,I don't like to draw attention to myself.
100,Openness,OPN1,I have a rich vocabulary.
100,Openness,OPN3,I have a vivid imagination.
100,Openness,OPN7,I am quick to understand things.
100,Openness,OPN9,I spend time reflecting on things.
